society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Orris Aster Court Premier,145,6839,3,4,2,3,North,New Property,3, Sector 85 Gurgaon,12,1,0,0,0,,1616,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02120193
DLF The Primus,187,10394,3,3,3,31,East,Moderately Old,3, Sector 82A Gurgaon,32,0,0,1,0,1538,,1799,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017991149
DLF The Primus,185,10176,3,3,3,15,East,Moderately Old,3, Sector 82A Gurgaon,32,0,0,0,0,1538,,1818,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018180031
DLF Regal Gardens,175,7900,4,4,3,3,East,Relatively New,4, Sector 90 Gurgaon,29,0,0,0,0,,,2215,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022151899
Microtek Greenburg,123,8310,2,2,3,13,South,Relatively New,2, Sector 86 Gurgaon,21,0,1,0,0,,,1480,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014801444
Microtek Greenburg,125,8445,2,2,3,13,West,Moderately Old,2, Sector 86 Gurgaon,21,0,1,0,0,,,1480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014801658
Experion Windchants,560,11551,4,6,3,8,North-East,Relatively New,4, Sector 112 Gurgaon,28,1,0,0,0,,3655.35,4848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.048480651
Bestech Park View Ananda,145,8011,3,3,3,8,North,Relatively New,3, Sector 81 Gurgaon,15,0,0,0,0,1500,1650,1810,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,43,1,1,0,0,0,1,0,1,1,0,2,5,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0.018100112
DLF The Primus,270,10481,4,4,3,18,East,Moderately Old,4, Sector 82A Gurgaon,32,1,0,0,0,1306,,2576,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025760901
Pyramid Urban Homes ,42.5,8483,2,2,1,2,North-East,New Property,2, Sector 86 Gurgaon,13,1,1,1,0,501,,,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,37,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501002
DLF The Ultima,345,12356,4,4,3,25,East,Moderately Old,4, Sector 81 Gurgaon,29,1,0,0,0,,,2792,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,34,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027921657
DLF The Ultima,325,11805,4,4,3,11,North-West,Moderately Old,4, Sector 81 Gurgaon,19,1,0,0,0,,,2753,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,20,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027530707
Apex Our Homes,35,3783,2,2,1,7,East,Relatively New,2, Sector 37C Gurgaon,11,0,0,0,0,800,850,925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0.009251916
Apex Our Homes,33,3567,2,2,1,3,West,Relatively New,2, Sector 37C Gurgaon,11,0,0,0,0,800,850,925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.009251472
Ramprastha Primera,110,6111,3,3,3,6,North-West,Relatively New,3, Sector 37D Gurgaon,22,0,0,0,0,1600,1700,1800,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018000327
Ramprastha Primera,108,6000,3,3,3,9,South,Relatively New,3, Sector 37D Gurgaon,22,0,0,0,0,1600,1700,1800,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018
BPTP Terra,140,7730,3,3,3,5,South-East,Relatively New,3, Sector 37D Gurgaon,23,0,0,0,0,1611,1711,1811,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.018111255
BPTP Terra,165,7530,4,3,3,6,West,Relatively New,4, Sector 37D Gurgaon,23,0,0,0,0,1991,2091,2191,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.021912351
BPTP Terra,167,7622,4,4,3,11,West,Relatively New,4, Sector 37D Gurgaon,23,0,0,0,0,1991,2091,2191,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02191026
BPTP Terra,145,8006,3,3,3,8,South-East,Relatively New,3, Sector 37D Gurgaon,23,0,0,0,0,1611,1711,1811,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.018111416
Adani MK Oyster Grande,261,10046,3,3,3,14,North-East,Relatively New,3, Sector 102 Gurgaon,24,1,1,0,0,2000,2200,2598,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,15,1,1,0,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02598049
Indiabulls Centrum Park,132,7787,3,3,3,6,North-East,Relatively New,3, Sector 103 Gurgaon,18,0,1,0,0,1200,1300,1695,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016951329
Emaar Gurgaon Greens,145,8787,3,3,3,8,North-East,Relatively New,3, Sector 102 Gurgaon,14,1,0,0,0,1100,1300,1650,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.01650165
Signature The Serenas,28,57,1,1,2,1,North-West,Relatively New,1, Sohna,14,0,1,0,0,48811,,,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,20,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49122807
Eldeco Accolade,73,5775,2,2,3,5,West,Relatively New,2, Sohna,18,0,0,1,0,730,,1264,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,21,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012640693
Eldeco Accolade,71.5,4907,2,2,3,10,North-East,Relatively New,2, Sohna,18,0,1,0,0,849,,1457,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014571021
Eldeco Accolade,65.5,5181,2,2,3,12,North-West,Relatively New,2, Sohna,18,0,0,1,0,730,,1264,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012642347
Signature Global Park,90,6254,3,3,3,3,North-West,Relatively New,3, Sohna,4,0,0,1,0,1439,,,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,47,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01439079
Signature Global Park,77.5,6404,3,3,3,1,South-East,Relatively New,3, Sohna,4,0,0,1,0,1210,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.012101811
Signature Global Park,70,6071,3,3,3,2,North,Relatively New,3, Sohna,4,0,0,1,0,1153,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.011530226
Signature Global Park,53.2,6295,2,2,2,1,East,Relatively New,2, Sohna,4,0,0,1,0,845,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008451152
Signature Global Park,52,6326,2,2,2,3,North-West,Relatively New,2, Sohna,4,0,0,1,0,822,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008220044
Signature Global Park,90.5,6289,3,3,3,1,West,Relatively New,3, Sohna,4,0,0,1,0,1439,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014390205
Signature Global Park,52.5,6386,2,2,2,2,North-East,Relatively New,2, Sohna,4,0,0,1,0,822,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008221109
Corona Optus,120,6916,3,4,3,8,South-West,Relatively New,3, Sector 37C Gurgaon,14,0,0,0,0,1535,1635,1735,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01735107
Corona Optus,122,6912,3,4,3,5,South-East,Relatively New,3, Sector 37C Gurgaon,14,0,0,0,0,1565,1665,1765,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017650463
Corona Optus,140,7035,3,3,3,4,South,Relatively New,3, Sector 37C Gurgaon,14,1,0,0,0,1790,1890,1990,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019900498
Eldeco Accolade,73,5752,2,2,3,9,North-East,Relatively New,2, Sohna,18,0,0,1,0,,,1269,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012691238
Eldeco Accolade,72.5,4975,2,2,3,12,East,Relatively New,2, Sohna,18,0,1,0,0,849,,1457,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014572864
Eldeco Accolade,72.5,5735,2,2,3,8,West,Relatively New,2, Sohna,18,0,0,0,0,1264,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012641674
Signature Global Park,72.5,5991,2,2,3,3,North-West,Relatively New,2, Sohna,4,0,0,1,0,,,1210,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,54,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.012101486
Signature Global Park,53.5,6331,2,2,2,4,West,Relatively New,2, Sohna,4,0,0,1,0,845,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.008450482
Signature Global Park,67,5537,2,2,3,4,North-East,Relatively New,2, Sohna,4,0,0,1,0,,,1210,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,54,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012100415
Signature Global Park,78,6446,3,3,3,3,South-West,Relatively New,3, Sohna,4,0,0,1,0,1210,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012100527
Signature Global Park,65,5637,2,2,2,2,North-West,Relatively New,2, Sohna,4,0,0,1,0,,,1153,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011530956
Puri Diplomatic Greens,350,11864,4,5,3,10,North-East,Relatively New,4, Sector 111 Gurgaon,21,1,0,0,0,2500,2700,2950,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,1,1,0,7,4,0,0,0,6,0,0,1,5,0,0,0,0,0,0,0,0,2,0.029501011
Ireo Uptown,485,12999,4,4,3,15,North,Relatively New,4, Sector 66 Gurgaon,23,1,1,1,1,3300,3500,3731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,1,1,0,0,0,0,8,5,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.037310562
DLF New Town Heights ,190,6967,4,4,3,19,North-East,Relatively New,4, Sector 90 Gurgaon,27,1,0,0,1,2300,,2727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.027271422
Pareena Coban Residences,156,7811,3,5,3,4,North-East,New Property,3, Sector 99A Gurgaon,20,1,0,0,0,,,1997,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,1,1,1,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.019971835
Tata Primanti,400,13769,4,5,3,9,North-East,Relatively New,4, Sector 72 Gurgaon,40,1,0,0,0,2500,2800,2905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,0,1,0,1,4,3,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.029050766
MM Merlin,300,14655,3,3,3,4,North-East,Relatively New,3, Sector 67 Gurgaon,21,0,0,0,1,1800,1900,2047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.020470829
Tata Primanti,330,15384,3,3,3,10,North-East,Relatively New,3, Sector 72 Gurgaon,40,1,0,0,0,1800,2000,2145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,0,1,0,1,4,3,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.021450858
Emaar MGF The Enclave,210,12352,3,4,2,12,North-East,Relatively New,3, Sector 66 Gurgaon,16,1,0,0,0,1700,1800,1920,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,1,1,0,0,0,0,0,4,3,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.017001295
Emaar MGF The Enclave,190,10555,3,4,2,8,North-East,Relatively New,3, Sector 66 Gurgaon,16,1,0,0,0,1800,1850,1920,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,1,1,0,0,0,0,0,4,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.018000947
Ireo Uptown,240,13064,3,2,3,5,North-East,Relatively New,3, Sector 66 Gurgaon,23,1,0,0,0,1600,1700,1837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,1,1,0,0,0,0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.018371096
MM Skywalk,152,13342,2,2,3,6,South-East,Relatively New,2, Sector 74 Gurgaon,30,0,0,0,1,1139.2,1250,1400,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011392595
MM Skywalk,148,12333,2,2,3,13,North-East,Relatively New,2, Sector 74 Gurgaon,30,0,0,0,1,1200,1300,1400,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,52,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012000324
Bestech Park View Grand Spa,229,8609,3,4,3,10,North-East,Relatively New,3, Sector 81 Gurgaon,29,1,1,0,0,2000,,2660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,0,6,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.02660007
Ireo The Grand Arch,400,18484,3,4,3,5,North-West,Old Property,3, sector 58 Gurgaon,29,1,0,0,0,,,2164,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,0,1,0,4,3,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0.021640338
Indiabulls Enigma,360,10588,4,5,3,7,North,Relatively New,4, Sector 110 Gurgaon,21,1,0,0,0,,,3400,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.034000756
Suncity Vatsal Valley,138,9650,3,3,2,1,East,Relatively New,3, Gwal Pahari,4,0,0,0,0,,,1430,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,53,1,1,0,0,0,1,1,1,1,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.014300518
ATS Kocoon,220,10501,3,4,3,13,West,Relatively New,3, Sector 109 Gurgaon,21,1,0,0,0,,1860,2095,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,0,0,1,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.020950386
Indiabulls Enigma,449,11572,5,5,3,4,North-East,Relatively New,5, Sector 110 Gurgaon,15,1,0,0,0,,,3880,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.038800553
Indiabulls Enigma,349,10264,4,5,3,7,North-West,Relatively New,4, Sector 110 Gurgaon,21,1,0,0,0,,,3400,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.034002338
Indiabulls Enigma,370,10882,4,5,3,7,South-West,Relatively New,4, Sector 110 Gurgaon,21,1,0,0,0,,,3400,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.034001103
Emaar Gurgaon Greens,142,8606,3,3,3,4,North,Relatively New,3, Sector 102 Gurgaon,14,0,0,0,0,1022,,1650,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016500116
Ireo Victory Valley,450,14097,4,4,3,0,North,Relatively New,4, Sector 67 Gurgaon,51,1,0,1,0,3000,3160,3192,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,22,1,1,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.031921685
ATS Triumph,185,8078,3,3,3,24,East,Relatively New,3, Sector 104 Gurgaon,24,1,0,0,0,,,2290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022901708
ATS Triumph,262,8317,4,4,3,14,North,Relatively New,4, Sector 104 Gurgaon,27,1,0,0,0,,,3150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031501743
Vatika Gurgaon ,110,6162,3,3,3,5,North-West,Relatively New,3, Sector 83 Gurgaon,15,0,0,0,0,1500,1600,1785,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,45,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017851347
Godrej ,133,8531,2,2,3,6,North-West,Relatively New,2, Sector 79 Gurgaon,15,0,1,0,0,,,1559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155902
Godrej ,134,8524,2,2,3,2,North-West,Relatively New,2, Sector 79 Gurgaon,15,0,1,0,0,,,1572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015720319
Godrej ,118,8532,2,2,3,7,North-West,Relatively New,2, Sector 79 Gurgaon,15,0,0,0,0,,,1383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013830286
Vatika Gurgaon ,95,6574,2,2,3,5,South,Relatively New,2, Sector 83 Gurgaon,15,0,0,0,0,1200,1300,1445,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,45,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014450867
Vatika Gurgaon ,98,8166,2,2,3,5,South,Relatively New,2, Sector 83 Gurgaon,15,0,0,0,0,1200,1300,1445,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,45,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01200098
Paras Dews,115,6534,3,4,3,12,East,Relatively New,3, Sector 106 Gurgaon,24,1,1,0,0,1130,1186,1760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,1,1,0,4,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.017600245
Tulip White,90,6787,3,2,3,6,North-East,Relatively New,3, Sector 69 Gurgaon,13,0,0,1,0,1326,,,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013260645
ATS Triumph,252,8000,4,4,3,19,North-East,Relatively New,4, Sector 104 Gurgaon,27,1,0,0,1,2400,2800,3150,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,1,1,0,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0315
Godrej ,201,8495,3,4,3,6,East,Relatively New,3, Sector 79 Gurgaon,15,1,0,0,0,,,2366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023660977
Godrej ,193,8532,3,4,3,5,East,Relatively New,3, Sector 79 Gurgaon,15,1,0,0,0,,,2262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022620722
Godrej ,128,8504,3,3,3,7,North-East,Relatively New,3, Sector 79 Gurgaon,15,0,0,0,0,,,1505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01505174
Godrej ,191,8511,3,4,3,7,North-East,Relatively New,3, Sector 79 Gurgaon,15,1,0,0,0,,,2244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022441546
Godrej ,134,8524,3,3,3,7,East,Relatively New,3, Sector 79 Gurgaon,15,0,0,0,0,,,1572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015720319
ATS Kocoon,170,12878,3,3,3,22,East,Relatively New,3, Sector 109 Gurgaon,24,0,0,0,0,1320,1550,1745,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,47,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.013200808
