society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Emaar MGF The Palm Drive,350,15909,3,3,3,7,North-East,Moderately Old,3, Sector 66 Gurgaon,17,1,0,0,1,2000,2125,2200,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,0,0,0,0,1,1,1,1,0,5,4,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.022000126
Bestech Park View Sanskruti,183,7870,4,3,3,8,East,New Property,4, Sector 92 Gurgaon,19,1,0,0,0,,,2325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.023252859
DLF New Town Heights ,125,8638,3,4,3,0,North-West,Old Property,3, Sector 90 Gurgaon,19,1,0,0,0,1447,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,19,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.014470942
Emaar Palm Gardens,180,12000,3,4,3,6,South-West,Relatively New,3, Sector 83 Gurgaon,16,1,0,0,0,1500,,,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,45,1,1,0,0,0,1,0,0,1,0,1,3,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0.015
Emaar Palm Gardens,140,9675,3,3,3,11,North,Relatively New,3, Sector 83 Gurgaon,16,1,0,0,0,1447,,1720,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,31,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,4,1,0,0,0,0,0,0,0,1,0.014470284
MM Skywalk,154,11000,2,2,3,22,South,Relatively New,2, Sector 74 Gurgaon,30,0,0,0,0,1100,1200,1400,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.014
Vipul Belmonte,600,24489,3,4,3,6,North-West,Moderately Old,3, Sector 53 Gurgaon,18,1,0,0,0,,,2450,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,15,1,1,0,0,0,1,1,1,1,1,5,3,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.024500796
DLF Park Place,485,25866,3,4,3,25,South-East,Relatively New,3, Sector 54 Gurgaon,30,1,0,0,0,,,1875,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,15,1,0,0,1,1,1,1,1,0,0,4,3,1,0,0,5,0,1,1,5,0,0,0,0,0,0,0,0,1,0.018750483
DLF Park Place,486,25920,3,4,3,7,West,Relatively New,3, Sector 54 Gurgaon,30,1,0,0,0,,,1875,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,1,1,1,1,1,0,0,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.01875
Central Park Resorts,515,20900,3,3,3,8,North-West,Moderately Old,3, Sector 48 Gurgaon,17,1,0,0,0,2264,2364,2464,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,27,1,1,0,0,0,1,1,1,1,0,7,3,1,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,1,0.024641148
Central Park Resorts,930,24926,4,4,3,10,North-East,Moderately Old,4, Sector 48 Gurgaon,17,1,1,1,1,3731,3831,3931,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,34,1,1,0,0,0,1,1,1,1,0,8,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0.037310439
Bestech Park View City,178,10022,3,4,2,5,,Relatively New,3, Sector 48 Gurgaon,14,0,1,1,0,1300,,1776,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,24,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017760926
Vatika City,179,12785,3,3,3,9,,Old Property,3, Sector 49 Gurgaon,9,1,0,0,0,1400,,,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,27,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014000782
Siddhi Vinayak Apartments,144,9600,3,3,2,6,South,Moderately Old,3, Sector 55 Gurgaon,10,0,0,0,0,1500,1700,1850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,1,1,1,1,1,0,1,0,3,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.015
Madhur Jeevan Apartments,159,8594,4,3,3,3,North,Old Property,4, Sector 56 Gurgaon,9,0,0,0,0,1850,1900,2000,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,20,1,0,1,1,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.01850128
The Lions CGHS,199,11055,4,4,3,4,East,Old Property,4, Sector 56 Gurgaon,9,0,0,1,0,1800,2000,2400,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,28,1,0,1,1,1,1,1,1,0,1,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.018000905
ProfeSS The Leafors Enclave CGHS,154,8324,3,3,2,6,South,Old Property,3, Sector 56 Gurgaon,9,1,0,1,0,1850,1920,2000,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,26,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.018500721
Guru Gram Haryana CGHS,139,8424,3,2,3,6,South,Old Property,3, Sector 56 Gurgaon,10,1,0,1,0,1650,1750,1850,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,26,1,0,1,1,1,1,1,1,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.016500475
Park View Apartment,174,7565,3,3,3,2,South,Old Property,3, Sector 56 Gurgaon,9,1,0,1,0,2300,2400,2450,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,26,1,0,1,1,1,1,1,1,0,1,0,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.023000661
Shapoorji Pallonji Joyville Gurugram,128,10534,2,2,3,10,East,Relatively New,2, Sector 102 Gurgaon,26,0,0,0,0,,,1215,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01215113
ATS Tourmaline,172,8000,3,4,3,7,South-West,Relatively New,3, Sector 109 Gurgaon,27,1,0,0,0,,1797,2150,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0215
ATS Tourmaline,150,8571,3,3,3,7,North-East,Relatively New,3, Sector 109 Gurgaon,27,0,0,0,0,,1466,1750,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,1,1,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.017500875
Shapoorji Pallonji Joyville Gurugram,141,10307,2,2,3,0,North-East,Relatively New,2, Sector 102 Gurgaon,26,0,0,0,0,,,1368,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013680023
Empire estate,350,16666,3,3,2,3,North-West,Moderately Old,3, Sultanpur,5,1,0,0,0,,,2100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,0,1,1,1,0,1,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02100084
ATS Tourmaline,150,6976,3,4,3,4,North-West,Relatively New,3, Sector 109 Gurgaon,27,1,0,0,0,1670,1797,2150,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,17,1,1,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021502294
ATS Tourmaline,145,6744,3,4,3,4,North-West,Relatively New,3, Sector 109 Gurgaon,27,1,0,0,0,1660,1797,2150,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,17,1,1,0,0,0,1,1,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.021500593
SS The Leaf,213,7574,4,4,3,2,North,Relatively New,4, Sector 85 Gurgaon,15,0,0,0,0,2200,2600,2812,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028122524
SS The Leaf,200,8305,3,4,3,6,North,Relatively New,3, Sector 85 Gurgaon,14,1,0,0,0,2200,2300,2408,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024081878
SS The Leaf,210,7467,4,4,3,7,North,Relatively New,4, Sector 85 Gurgaon,15,1,1,1,0,2400,2600,2812,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028123744
SS The Leaf,213,7574,4,4,3,6,North,Relatively New,4, Sector 85 Gurgaon,15,0,0,0,0,2400,2600,2812,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028122524
SS The Leaf,125,7179,2,2,3,10,South-East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,0,1720,1730,1741,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017411896
SS The Leaf,119,7225,2,2,3,4,South-East,Relatively New,2, Sector 83 Gurgaon,26,0,0,0,0,1620,1630,1640,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016470588
SS The Leaf,117,7001,2,2,3,11,East,Relatively New,2,Sector 83 Gurgaon,26,0,0,0,0,1650,1660,1671,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016711898
SS The Leaf,209,7432,4,4,3,8,South-East,Relatively New,4, Sector 85 Gurgaon,15,1,1,1,0,2400,2600,2812,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028121636
SS The Leaf,217,7716,4,4,3,7,North,Relatively New,4, Sector 85 Gurgaon,15,1,1,1,0,2400,2600,2812,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02812338
SS The Leaf,214,7610,4,4,3,6,North,Relatively New,4, Sector 85 Gurgaon,15,1,1,1,0,2000,2300,2812,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028120894
SS The Leaf,210,7467,4,4,3,2,North-West,Relatively New,4, Sector 85 Gurgaon,15,0,0,0,0,2400,2600,2812,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028123744
SS The Leaf,198,8222,3,4,3,6,West,Relatively New,3, Sector 85 Gurgaon,14,0,0,0,0,2200,2300,2408,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024081732
SS The Leaf,124,7122,2,2,3,10,West,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,0,1720,1730,1741,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01741084
SS The Leaf,118,7170,2,2,3,4,West,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,0,1620,1630,1640,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016457462
SS The Leaf,120,7151,2,2,3,15,North-East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,0,1650,1660,1671,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01678087
SS The Leaf,119,7121,2,2,3,11,West,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,0,1660,1670,1671,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016711136
Orchid Petals,209,11578,3,3,3,0,South,Relatively New,3, Sector 49 Gurgaon,14,0,0,0,0,,,1805,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018051477
Orchid Petals,245,11887,3,3,3,0,North-East,Relatively New,3, Sector 49 Gurgaon,14,0,1,0,0,,,2061,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020610751
Orchid Petals,223,10969,3,3,3,14,North,Relatively New,3, Sector 49 Gurgaon,14,0,0,0,0,,,2033,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,28,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020330021
Orchid Petals,421,11835,5,6,3,14,South-East,Relatively New,5, Sector 49 Gurgaon,14,1,0,1,0,,,3557,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,28,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035572455
Orchid Petals,416,11700,5,4,3,14,East,Relatively New,5, Sector 49 Gurgaon,14,1,1,0,0,,,3557,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,28,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035555556
Orchid Petals,452,10984,5,5,3,14,West,Moderately Old,5, Sector 49 Gurgaon,14,1,1,1,0,,,4115,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041150765
Godrej Aria,95,6551,2,2,3,5,East,Relatively New,2, Sector 79 Gurgaon,15,0,0,0,0,1450,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.014501603
Ireo Uptown,150,11219,2,3,3,1,South,Relatively New,2, Sector 66 Gurgaon,25,1,0,0,0,1050,1330,1337,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,47,1,0,0,0,1,1,0,0,0,0,4,2,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0.013370176
Raisina Residency,500,13058,4,4,3,13,North-West,Relatively New,4, Sector 59 Gurgaon,20,1,1,1,1,3829,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,1,0,1,1,0,0,0,1,7,0,0,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0.038290703
Tata Primanti,400,16032,4,5,3,22,West,Relatively New,4, Sector 72 Gurgaon,40,1,0,0,0,2495,,2905,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,0,1,0,1,6,0,0,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0.0249501
Signature Global Orchard Avenue,36.5,6715,2,2,2,6,North,Relatively New,2, Sector 93 Gurgaon,14,0,0,0,0,543.53,,,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005435592
Bestech Park View Grand Spa,470,6786,4,4,3,19,North,Relatively New,4, Sector 81 Gurgaon,21,1,0,0,0,,,6926,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,47,1,1,0,0,0,1,0,0,1,0,4,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.069260242
Bestech Park View Ananda,95,10626,2,2,2,2,North-East,Relatively New,2, Sector 81 Gurgaon,15,0,0,0,0,894,,1360,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,47,1,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.008940335
Signature Global Orchard Avenue,38,6387,2,2,2,7,North,Relatively New,2, Sector 93 Gurgaon,14,0,0,0,0,594.91,,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005949585
Vatika Gurgaon ,110,6051,3,3,3,12,North,Relatively New,3, Sector 83 Gurgaon,18,1,0,0,0,,,1735,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,26,0,1,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.018178813
Bestech Park View Sanskruti,155,7568,3,4,3,16,South,Relatively New,3, Sector 92 Gurgaon,19,1,0,0,0,,,1995,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,24,1,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.020480973
Bestech Park View Sanskruti,155,9687,3,3,3,17,,Relatively New,3, Sector 92 Gurgaon,19,1,0,0,0,1600,,1995,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,24,1,1,0,0,0,1,0,0,1,0,5,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.016000826
Bestech Park View Sanskruti,200,8333,4,5,3,12,North,Relatively New,4, Sector 92 Gurgaon,19,1,0,0,0,2400,,2475,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,24,1,1,0,0,0,1,0,0,1,0,2,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.02400096
DLF The Ultima,230,14603,3,4,3,27,East,Relatively New,3, Sector 81 Gurgaon,29,1,0,0,0,1575,,2100,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,41,1,0,0,0,0,1,1,1,1,0,4,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.015750188
SS The Leaf,210,7467,4,5,3,9,East,Relatively New,4, Sector 85 Gurgaon,26,0,0,0,0,,,2812,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,40,1,1,0,0,0,1,0,0,1,1,4,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.028123744
Vatika Lifestyle Homes,130,4545,3,3,1,6,North-West,Relatively New,3, Sector 83 Gurgaon,15,0,0,0,0,,,2860,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,43,1,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.02860286
Signature Global Synera,40,6319,2,2,1,12,South,Relatively New,2, Sector 81 Gurgaon,14,0,0,0,0,539,,633,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,7,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.006330116
Tata Primanti,330,15102,3,4,3,15,North,New Property,3, Sector 72 Gurgaon,40,1,0,0,0,1600,1800,2185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,1,0,1,0,1,5,3,0,1,1,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0.02185141
Shree Vardhman Victoria,110,8461,2,2,2,0,West,New Property,2, Sector 70 Gurgaon,12,0,1,0,0,788,,1300,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.013000827
SS The Leaf,120,9677,2,2,3,9,East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1240,,1772,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012400537
SS The Leaf,215,10924,4,5,3,6,South,Relatively New,4, Sector 85 Gurgaon,12,1,0,0,0,1968,,2812,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019681435
SS The Leaf,200,11869,3,4,3,5,West,Relatively New,3, Sector 85 Gurgaon,16,1,0,0,0,1685,,2408,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016850619
SS The Leaf,210,8720,3,4,3,6,North,Relatively New,3, Sector 85 Gurgaon,16,1,0,0,0,1685,,2408,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024082569
SS The Leaf,120,10452,2,2,3,2,West,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1148,,1640,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011481056
SS The Leaf,130,7779,2,2,3,16,East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1169,,1671,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01671166
SS The Leaf,130,10483,2,2,3,10,East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1240,,1772,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01240103
SS The Leaf,120,7317,2,2,3,14,East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1148,,1640,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,55,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016400164
SS The Leaf,110,6318,2,2,3,3,South-East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1218,,1741,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017410573
SS The Leaf,125,10888,2,2,3,17,East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1148,,1741,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011480529
SS The Leaf,115,10017,2,2,3,18,East,Relatively New,2, Sector 85 Gurgaon,26,0,0,0,1,1148,,1640,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011480483
AIPL Zen Residences,175,10257,3,4,3,20,North-East,Relatively New,3, Sector 70A Gurgaon,28,0,0,0,0,1050,1706,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,5,0,0,1,1,0,1,0,1,4,1,0,0,0,0,0,0,0,1,0.017061519
Shree Vardhman Victoria,165,8461,3,5,3,6,North-East,Relatively New,3, Sector 70 Gurgaon,18,1,0,1,0,1161,,1950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.019501241
Puri Emerald Bay,255,10408,4,4,3,5,East,Relatively New,4, Sector 104 Gurgaon,29,1,0,0,0,2150,,2450,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.024500384
Tata Primanti,390,13425,4,4,3,39,East,Relatively New,4, Sector 72 Gurgaon,40,1,0,0,0,2150,,2905,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,1,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.029050279
MM Sierra ,108,8674,2,2,3,1,West,Relatively New,2, Sector 68 Gurgaon,15,0,0,0,0,930,1130,1245,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,0,1,1,2,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0.012451003
MM Ikonic,180,9230,3,3,3,18,North-East,Relatively New,3, Sector 68 Gurgaon,29,0,0,0,0,1530,1845,1950,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,0,0,0,0,5,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.019501625
